PO_ID,PO_Date,Supplier,Category,Quantity_Ordered,Unit_Cost,PO_Value,Promised_Delivery_Days,Actual_Delivery_Days,On_Time,Late_Days,Opening_Stock,Demand_Units,Received_Units,Closing_Stock,Stockout
PO101618,2025-07-08,Supplier_14,Electronics,8,370.22,2961.76,4,4,Yes,0,106,48,8,66,No
PO101619,2025-07-11,Supplier_15,Office Supplies,18,46.34,834.12,8,17,No,9,38,15,18,41,No
PO101620,2025-09-04,Supplier_06,Home & Kitchen,6,327.4,1964.4,8,9,Yes,1,447,29,6,424,No
PO101621,2025-12-26,Supplier_05,Home & Kitchen,8,105.43,843.44,6,10,No,4,431,35,8,404,No
PO101622,2025-06-15,Supplier_09,Electronics,18,383.96,6911.28,6,12,No,6,378,43,18,0,Yes
PO101623,2025-01-06,Supplier_13,Home & Kitchen,15,67.83,1017.45,8,14,No,6,225,33,15,207,No
PO101624,2025-11-16,Supplier_03,Home & Kitchen,2,346.7,693.4,8,16,No,8,238,25,2,215,No
PO101625,2025-08-19,Supplier_15,Electronics,19,492.49,9357.31,5,3,Yes,0,155,41,19,0,Yes
PO101626,2025-07-30,Supplier_05,Electronics,3,72.53,217.59,8,8,Yes,0,362,32,3,0,Yes
PO101627,2025-12-05,Supplier_05,Office Supplies,5,22.94,114.7,4,2,Yes,0,357,22,5,340,No
PO101628,2025-12-10,Supplier_06,Electronics,10,370.59,3705.9,8,9,No,1,347,42,10,0,Yes
PO101629,2025-09-27,Supplier_01,Home & Kitchen,3,90.94,272.82,7,10,No,3,187,28,3,162,No
PO101630,2025-02-26,Supplier_06,Electronics,2,184.75,369.5,8,11,No,3,296,43,2,0,Yes
PO101631,2025-05-16,Supplier_03,Home & Kitchen,12,161.78,1941.36,10,11,No,1,136,27,12,121,No
PO101632,2025-02-03,Supplier_13,Office Supplies,1,16.17,16.17,10,10,Yes,0,287,17,1,271,No
PO101633,2025-09-26,Supplier_12,Electronics,17,415.66,7066.22,5,4,Yes,0,116,30,17,0,Yes
PO101634,2025-10-15,Supplier_10,Office Supplies,15,411.43,6171.45,9,20,No,11,307,21,15,301,No
PO101635,2025-09-18,Supplier_13,Office Supplies,5,328.27,1641.35,9,9,Yes,0,53,25,5,33,No
PO101636,2025-02-15,Supplier_03,Home & Kitchen,14,147.66,2067.24,9,14,No,5,225,31,14,208,No
PO101637,2025-05-05,Supplier_04,Electronics,19,437.09,8304.71,4,7,No,3,329,52,19,0,Yes
PO101638,2025-02-02,Supplier_14,Office Supplies,12,218.17,2618.04,7,7,Yes,0,329,16,12,325,No
PO101639,2025-04-09,Supplier_15,Home & Kitchen,14,210.09,2941.26,7,6,Yes,0,357,34,14,337,No
PO101640,2025-04-05,Supplier_05,Electronics,4,407.04,1628.16,4,15,No,11,479,43,4,0,Yes
PO101641,2025-08-19,Supplier_04,Electronics,15,160.34,2405.1,10,12,No,2,307,35,15,0,Yes
PO101642,2025-05-10,Supplier_02,Electronics,14,246.61,3452.54,5,10,No,5,193,37,14,0,Yes
PO101643,2025-09-22,Supplier_11,Electronics,18,472.43,8503.74,9,10,Yes,1,412,44,18,0,Yes
PO101644,2025-01-13,Supplier_10,Home & Kitchen,16,109.4,1750.4,6,16,No,10,70,25,16,61,No
PO101645,2025-05-11,Supplier_03,Electronics,20,15.34,306.8,10,11,No,1,441,52,20,0,Yes
PO101646,2025-01-11,Supplier_10,Home & Kitchen,16,407.72,6523.52,7,14,No,7,329,34,16,311,No
PO101647,2025-11-19,Supplier_12,Home & Kitchen,4,62.59,250.36,7,13,No,6,434,24,4,0,Yes
PO101648,2025-11-24,Supplier_05,Electronics,12,102.15,1225.8,9,15,No,6,396,44,12,0,Yes
PO101649,2025-07-30,Supplier_01,Home & Kitchen,18,156.2,2811.6,10,19,No,9,490,26,18,482,No
PO101650,2025-10-14,Supplier_04,Electronics,9,45.85,412.65,6,5,Yes,0,373,45,9,0,Yes
PO101651,2025-06-04,Supplier_09,Electronics,13,283.65,3687.45,8,7,Yes,0,222,45,13,0,Yes
PO101652,2025-06-30,Supplier_08,Electronics,7,438.4,3068.8,5,10,No,5,134,51,7,0,Yes
PO101653,2025-08-23,Supplier_06,Electronics,20,133.24,2664.8,8,8,Yes,0,411,48,20,0,Yes
PO101654,2025-06-08,Supplier_09,Home & Kitchen,11,234.74,2582.14,6,16,No,10,111,28,11,94,No
PO101655,2025-06-25,Supplier_10,Home & Kitchen,2,495.33,990.66,6,16,No,10,333,31,2,304,No
PO101656,2025-02-12,Supplier_15,Home & Kitchen,17,489.39,8319.63,5,10,No,5,320,22,17,315,No
PO101657,2025-04-05,Supplier_14,Home & Kitchen,17,65.66,1116.22,10,16,No,6,129,20,17,0,Yes
PO101658,2025-09-13,Supplier_11,Office Supplies,10,362.57,3625.7,9,16,No,7,487,20,10,477,No
PO101659,2025-11-20,Supplier_05,Office Supplies,5,450.1,2250.5,3,11,No,8,63,20,5,48,No
PO101660,2025-03-26,Supplier_06,Electronics,2,311.12,622.24,6,16,No,10,484,45,2,0,Yes
PO101661,2025-03-12,Supplier_15,Home & Kitchen,4,465.34,1861.36,5,5,Yes,0,146,20,4,130,No
PO101662,2025-06-19,Supplier_05,Electronics,8,489.72,3917.76,8,12,No,4,211,46,8,0,Yes
PO101663,2025-08-24,Supplier_07,Home & Kitchen,20,448.01,8960.2,3,11,No,8,276,22,20,274,No
PO101664,2025-04-20,Supplier_15,Electronics,14,456.38,6389.32,10,21,No,11,466,37,14,443,No
PO101665,2025-12-13,Supplier_06,Electronics,1,375.67,375.67,8,6,Yes,0,333,47,1,0,Yes
PO101666,2025-08-02,Supplier_12,Office Supplies,5,200.14,1000.7,4,14,No,10,30,26,5,9,No
PO101667,2025-01-17,Supplier_04,Electronics,12,54.79,657.48,9,8,Yes,0,388,54,12,346,No
PO101668,2025-07-22,Supplier_06,Home & Kitchen,6,276.79,1660.74,4,3,Yes,0,201,25,6,182,No
PO101669,2025-04-07,Supplier_01,Office Supplies,16,261.53,4184.48,7,14,No,7,483,17,16,482,No
PO101670,2025-07-28,Supplier_13,Home & Kitchen,15,121.85,1827.75,8,7,Yes,0,262,24,15,253,No
PO101671,2025-12-12,Supplier_01,Office Supplies,6,376.73,2260.38,4,7,No,3,403,19,6,390,No
PO101672,2025-11-19,Supplier_13,Electronics,15,463.0,6945.0,7,8,Yes,1,55,31,15,0,Yes
PO101673,2025-02-19,Supplier_13,Electronics,6,250.02,1500.12,10,9,Yes,0,44,39,6,0,Yes
PO101674,2025-12-14,Supplier_03,Electronics,16,440.65,7050.4,3,1,Yes,0,331,49,16,0,Yes
PO101675,2025-07-03,Supplier_01,Home & Kitchen,8,326.16,2609.28,7,10,No,3,450,33,8,425,No
PO101676,2025-07-31,Supplier_15,Home & Kitchen,11,498.29,5481.19,5,16,No,11,190,22,11,179,No
PO101677,2025-12-19,Supplier_10,Electronics,12,308.95,3707.4,7,9,No,2,41,43,12,10,No
PO101678,2025-09-01,Supplier_09,Electronics,3,416.0,1248.0,7,7,Yes,0,296,45,3,0,Yes
PO101679,2025-02-25,Supplier_10,Home & Kitchen,14,180.25,2523.5,7,5,Yes,0,89,17,14,86,No
PO101680,2025-12-10,Supplier_12,Office Supplies,15,79.48,1192.2,4,3,Yes,0,60,26,15,49,No
PO101681,2025-01-26,Supplier_09,Electronics,4,202.64,810.56,9,10,Yes,1,179,38,4,0,Yes
PO101682,2025-03-23,Supplier_12,Home & Kitchen,11,345.08,3795.88,3,4,Yes,1,393,31,11,373,No
PO101683,2025-04-13,Supplier_07,Office Supplies,8,231.32,1850.56,7,8,Yes,1,219,18,8,209,No
PO101684,2025-12-13,Supplier_01,Office Supplies,7,329.23,2304.61,4,12,No,8,226,23,7,210,No
PO101685,2025-02-23,Supplier_01,Home & Kitchen,9,259.23,2333.07,3,4,No,1,214,30,9,193,No
PO101686,2025-03-28,Supplier_12,Home & Kitchen,14,496.62,6952.68,10,11,No,1,362,23,14,353,No
PO101687,2025-01-02,Supplier_03,Home & Kitchen,17,85.44,1452.48,10,11,Yes,1,177,30,17,164,No
PO101688,2025-01-03,Supplier_02,Home & Kitchen,12,79.57,954.84,10,18,No,8,446,26,12,432,No
PO101689,2025-06-28,Supplier_11,Electronics,19,53.93,1024.67,4,3,Yes,0,417,48,19,0,Yes
PO101690,2025-12-18,Supplier_03,Electronics,12,206.25,2475.0,6,15,No,9,40,51,12,0,Yes
PO101691,2025-06-24,Supplier_14,Home & Kitchen,17,372.16,6326.72,6,7,Yes,1,242,28,17,231,No
PO101692,2025-06-04,Supplier_05,Office Supplies,19,397.03,7543.57,10,12,No,2,464,18,19,465,No
PO101693,2025-12-25,Supplier_08,Office Supplies,10,261.52,2615.2,5,6,Yes,1,67,20,10,57,No
PO101694,2025-03-27,Supplier_07,Home & Kitchen,18,103.99,1871.82,10,18,No,8,442,29,18,431,No
PO101695,2025-12-02,Supplier_06,Home & Kitchen,17,43.23,734.91,7,8,Yes,1,248,28,17,237,No
PO101696,2025-10-17,Supplier_10,Office Supplies,20,188.0,3760.0,4,9,No,5,215,20,20,0,Yes
PO101697,2025-01-01,Supplier_13,Office Supplies,7,279.69,1957.83,4,9,No,5,414,30,7,0,Yes
PO101698,2025-04-08,Supplier_04,Home & Kitchen,14,104.92,1468.88,5,6,No,1,125,37,14,102,No
PO101699,2025-06-12,Supplier_01,Electronics,17,225.84,3839.28,9,20,No,11,102,38,17,81,No
PO101700,2025-11-04,Supplier_11,Electronics,10,220.58,2205.8,7,14,No,7,381,47,10,0,Yes
PO101701,2025-03-13,Supplier_09,Electronics,10,308.13,3081.3,8,8,Yes,0,59,39,10,30,No
PO101702,2025-01-19,Supplier_07,Electronics,8,337.46,2699.68,9,10,Yes,1,237,49,8,0,Yes
PO101703,2025-05-17,Supplier_15,Electronics,10,237.75,2377.5,3,3,Yes,0,181,45,10,146,No
PO101704,2025-03-30,Supplier_06,Home & Kitchen,15,155.05,2325.75,3,4,No,1,274,31,15,258,No
PO101705,2025-05-08,Supplier_07,Home & Kitchen,4,217.87,871.48,3,5,No,2,484,20,4,468,No
PO101706,2025-08-02,Supplier_13,Electronics,13,290.93,3782.09,9,11,No,2,161,45,13,0,Yes
PO101707,2025-07-13,Supplier_05,Home & Kitchen,5,208.81,1044.05,3,5,No,2,429,27,5,407,No
PO101708,2025-08-30,Supplier_15,Electronics,9,349.83,3148.47,6,17,No,11,79,54,9,34,No
PO101709,2025-02-10,Supplier_06,Office Supplies,13,223.65,2907.45,8,11,No,3,357,18,13,352,No
PO101710,2025-06-26,Supplier_12,Electronics,7,129.74,908.18,6,16,No,10,484,48,7,0,Yes
PO101711,2025-12-11,Supplier_09,Electronics,12,308.82,3705.84,9,7,Yes,0,371,43,12,340,No
PO101712,2025-03-28,Supplier_12,Office Supplies,4,211.57,846.28,8,9,Yes,1,493,18,4,479,No
PO101713,2025-07-17,Supplier_14,Electronics,9,485.43,4368.87,7,15,No,8,274,50,9,0,Yes
PO101714,2025-11-14,Supplier_03,Electronics,20,35.29,705.8,3,14,No,11,358,49,20,0,Yes
PO101715,2025-03-09,Supplier_11,Office Supplies,16,18.71,299.36,10,17,No,7,253,18,16,251,No
PO101716,2025-12-03,Supplier_07,Office Supplies,4,299.5,1198.0,9,14,No,5,46,18,4,32,No
PO101717,2025-06-04,Supplier_06,Electronics,20,257.27,5145.4,8,16,No,8,270,51,20,239,No
PO101718,2025-01-24,Supplier_12,Office Supplies,7,169.38,1185.66,3,1,Yes,0,465,13,7,459,No
PO101719,2025-11-03,Supplier_06,Electronics,13,177.19,2303.47,5,10,No,5,446,51,13,0,Yes
PO101720,2025-04-02,Supplier_03,Office Supplies,10,61.76,617.6,3,9,No,6,69,27,10,52,No
PO101721,2025-06-03,Supplier_10,Office Supplies,5,209.22,1046.1,6,10,No,4,488,20,5,473,No
PO101722,2025-09-02,Supplier_15,Electronics,19,226.04,4294.76,6,5,Yes,0,307,40,19,0,Yes
PO101723,2025-07-12,Supplier_10,Home & Kitchen,12,349.44,4193.28,9,8,Yes,0,103,32,12,83,No
PO101724,2025-10-16,Supplier_05,Electronics,14,498.93,6985.02,8,8,Yes,0,398,46,14,0,Yes
PO101725,2025-11-07,Supplier_02,Home & Kitchen,6,56.77,340.62,9,14,No,5,154,26,6,134,No
PO101726,2025-10-02,Supplier_04,Electronics,15,154.99,2324.85,9,20,No,11,307,37,15,0,Yes
PO101727,2025-02-27,Supplier_09,Electronics,16,43.0,688.0,9,11,No,2,167,39,16,0,Yes
PO101728,2025-03-25,Supplier_05,Electronics,1,225.8,225.8,5,12,No,7,193,39,1,155,No
PO101729,2025-12-15,Supplier_12,Electronics,4,496.14,1984.56,7,10,No,3,327,45,4,0,Yes
PO101730,2025-03-10,Supplier_06,Office Supplies,1,89.75,89.75,4,12,No,8,389,20,1,370,No
PO101731,2025-12-17,Supplier_02,Home & Kitchen,10,434.33,4343.3,8,11,No,3,295,20,10,0,Yes
PO101732,2025-06-03,Supplier_10,Electronics,8,284.05,2272.4,10,9,Yes,0,304,49,8,263,No
PO101733,2025-04-04,Supplier_12,Electronics,11,90.01,990.11,4,13,No,9,118,40,11,0,Yes
PO101734,2025-05-07,Supplier_14,Home & Kitchen,17,186.63,3172.71,3,12,No,9,223,25,17,215,No
PO101735,2025-04-22,Supplier_03,Home & Kitchen,11,75.35,828.85,4,5,No,1,143,21,11,133,No
PO101736,2025-06-03,Supplier_13,Electronics,19,260.66,4952.54,10,21,No,11,49,60,19,0,Yes
PO101737,2025-08-16,Supplier_02,Electronics,15,198.7,2980.5,5,9,No,4,336,48,15,0,Yes
PO101738,2025-08-05,Supplier_14,Home & Kitchen,6,444.35,2666.1,10,11,Yes,1,417,25,6,398,No
PO101739,2025-11-26,Supplier_09,Home & Kitchen,5,281.33,1406.65,3,1,Yes,0,176,23,5,158,No
PO101740,2025-06-29,Supplier_03,Electronics,1,172.6,172.6,8,16,No,8,163,38,1,0,Yes
PO101741,2025-03-24,Supplier_12,Home & Kitchen,13,83.84,1089.92,8,16,No,8,411,32,13,392,No
PO101742,2025-03-12,Supplier_13,Home & Kitchen,14,80.35,1124.9,8,18,No,10,403,35,14,382,No
PO101743,2025-06-02,Supplier_10,Electronics,7,214.93,1504.51,7,17,No,10,379,61,7,0,Yes
PO101744,2025-01-31,Supplier_07,Home & Kitchen,7,165.11,1155.77,7,7,Yes,0,255,23,7,239,No
PO101745,2025-12-24,Supplier_10,Home & Kitchen,17,395.29,6719.93,7,5,Yes,0,237,42,17,0,Yes
PO101746,2025-12-23,Supplier_12,Home & Kitchen,17,405.91,6900.47,8,7,Yes,0,214,33,17,198,No
PO101747,2025-12-20,Supplier_02,Home & Kitchen,13,135.09,1756.17,6,13,No,7,41,18,13,36,No
PO101748,2025-02-26,Supplier_01,Office Supplies,11,422.22,4644.42,7,15,No,8,250,21,11,240,No
PO101749,2025-09-15,Supplier_09,Electronics,20,37.94,758.8,6,4,Yes,0,251,53,20,218,No
PO101750,2025-05-28,Supplier_13,Office Supplies,10,66.03,660.3,7,17,No,10,32,18,10,24,No
PO101751,2025-06-13,Supplier_08,Home & Kitchen,6,190.41,1142.46,6,5,Yes,0,222,17,6,211,No
PO101752,2025-01-27,Supplier_01,Electronics,17,63.59,1081.03,8,19,No,11,76,44,17,49,No
PO101753,2025-04-21,Supplier_01,Home & Kitchen,1,382.6,382.6,10,14,No,4,294,19,1,276,No
PO101754,2025-05-05,Supplier_10,Office Supplies,15,405.75,6086.25,6,6,Yes,0,218,19,15,214,No
PO101755,2025-12-14,Supplier_12,Home & Kitchen,13,489.13,6358.69,7,5,Yes,0,276,24,13,0,Yes
PO101756,2025-11-16,Supplier_09,Office Supplies,6,348.46,2090.76,10,17,No,7,71,23,6,54,No
PO101757,2025-07-04,Supplier_04,Electronics,5,88.66,443.3,7,5,Yes,0,124,53,5,0,Yes
PO101758,2025-06-11,Supplier_04,Electronics,3,463.82,1391.46,7,12,No,5,103,44,3,62,No
PO101759,2025-11-19,Supplier_07,Home & Kitchen,6,361.29,2167.74,3,7,No,4,79,35,6,50,No
PO101760,2025-03-01,Supplier_03,Home & Kitchen,2,344.74,689.48,10,11,No,1,172,26,2,148,No
PO101761,2025-10-25,Supplier_07,Electronics,19,159.61,3032.59,8,18,No,10,122,38,19,103,No
PO101762,2025-09-08,Supplier_03,Office Supplies,12,162.87,1954.44,9,11,No,2,487,26,12,473,No
PO101763,2025-06-13,Supplier_11,Office Supplies,4,304.12,1216.48,7,5,Yes,0,407,21,4,0,Yes
PO101764,2025-05-28,Supplier_11,Home & Kitchen,3,409.26,1227.78,7,6,Yes,0,343,22,3,324,No
PO101765,2025-02-13,Supplier_13,Electronics,12,237.29,2847.48,3,1,Yes,0,324,42,12,0,Yes
PO101766,2025-10-16,Supplier_04,Electronics,14,139.52,1953.28,6,14,No,8,97,50,14,0,Yes
PO101767,2025-06-05,Supplier_12,Office Supplies,4,185.55,742.2,10,13,No,3,269,19,4,254,No
PO101768,2025-10-15,Supplier_13,Office Supplies,1,138.36,138.36,4,15,No,11,200,27,1,174,No
PO101769,2025-10-13,Supplier_04,Home & Kitchen,12,437.64,5251.68,5,16,No,11,300,25,12,287,No
PO101770,2025-12-16,Supplier_14,Electronics,12,483.99,5807.88,8,7,Yes,0,287,57,12,0,Yes
PO101771,2025-12-25,Supplier_04,Electronics,2,237.44,474.88,8,12,No,4,106,48,2,60,No
PO101772,2025-04-10,Supplier_05,Electronics,11,275.21,3027.31,10,15,No,5,196,44,11,0,Yes
PO101773,2025-06-15,Supplier_07,Electronics,17,118.96,2022.32,7,11,No,4,338,47,17,0,Yes
PO101774,2025-01-12,Supplier_13,Office Supplies,10,289.41,2894.1,3,14,No,11,266,29,10,247,No
PO101775,2025-11-11,Supplier_06,Electronics,15,287.58,4313.7,10,18,No,8,217,44,15,0,Yes
PO101776,2025-09-23,Supplier_13,Electronics,3,65.73,197.19,9,13,No,4,248,46,3,0,Yes
PO101777,2025-04-06,Supplier_11,Electronics,11,458.88,5047.68,9,9,Yes,0,70,37,11,0,Yes
PO101778,2025-09-25,Supplier_09,Home & Kitchen,15,63.51,952.65,8,7,Yes,0,143,25,15,133,No
PO101779,2025-11-27,Supplier_09,Home & Kitchen,14,206.68,2893.52,10,21,No,11,289,23,14,280,No
PO101780,2025-06-26,Supplier_08,Electronics,19,43.57,827.83,10,21,No,11,399,52,19,0,Yes
PO101781,2025-04-17,Supplier_07,Electronics,20,84.02,1680.4,4,5,Yes,1,93,55,20,0,Yes
PO101782,2025-06-23,Supplier_05,Electronics,2,249.37,498.74,5,10,No,5,251,42,2,0,Yes
PO101783,2025-05-25,Supplier_10,Home & Kitchen,1,30.29,30.29,8,17,No,9,36,31,1,0,Yes
PO101784,2025-09-13,Supplier_01,Electronics,17,479.5,8151.5,6,14,No,8,266,45,17,0,Yes
PO101785,2025-09-24,Supplier_06,Office Supplies,11,370.7,4077.7,10,18,No,8,198,23,11,186,No
PO101786,2025-01-23,Supplier_07,Office Supplies,10,28.61,286.1,3,4,Yes,1,142,18,10,134,No
PO101787,2025-11-10,Supplier_13,Electronics,4,384.36,1537.44,10,18,No,8,219,53,4,0,Yes
PO101788,2025-12-15,Supplier_14,Home & Kitchen,9,435.12,3916.08,4,4,Yes,0,37,22,9,24,No
PO101789,2025-03-16,Supplier_12,Electronics,3,71.05,213.15,9,10,Yes,1,113,38,3,0,Yes
PO101790,2025-01-26,Supplier_03,Electronics,9,371.7,3345.3,8,11,No,3,86,49,9,0,Yes
PO101791,2025-07-15,Supplier_12,Electronics,14,283.37,3967.18,4,12,No,8,445,55,14,0,Yes
PO101792,2025-02-11,Supplier_12,Home & Kitchen,18,375.89,6766.02,6,13,No,7,99,37,18,80,No
PO101793,2025-07-14,Supplier_15,Electronics,4,182.79,731.16,7,12,No,5,325,45,4,0,Yes
PO101794,2025-03-21,Supplier_10,Office Supplies,5,380.21,1901.05,7,16,No,9,392,26,5,371,No
PO101795,2025-11-17,Supplier_11,Office Supplies,2,163.25,326.5,3,1,Yes,0,135,23,2,114,No
PO101796,2025-06-13,Supplier_05,Office Supplies,14,363.72,5092.08,10,14,No,4,40,24,14,30,No
PO101797,2025-07-28,Supplier_10,Office Supplies,18,330.59,5950.62,7,11,No,4,372,27,18,363,No
PO101798,2025-09-28,Supplier_08,Electronics,7,215.86,1511.02,10,21,No,11,47,44,7,0,Yes
PO101799,2025-04-20,Supplier_12,Office Supplies,7,179.15,1254.05,3,10,No,7,266,17,7,0,Yes
PO101800,2025-12-15,Supplier_01,Home & Kitchen,14,284.22,3979.08,6,15,No,9,424,26,14,412,No
PO101801,2025-02-15,Supplier_10,Electronics,8,498.84,3990.72,6,14,No,8,492,37,8,463,No
PO101802,2025-04-23,Supplier_09,Home & Kitchen,6,91.11,546.66,4,15,No,11,269,32,6,243,No
PO101803,2025-06-23,Supplier_15,Electronics,19,158.52,3011.88,7,6,Yes,0,96,44,19,0,Yes
PO101804,2025-02-09,Supplier_15,Electronics,15,99.54,1493.1,9,12,No,3,58,38,15,35,No
PO101805,2025-01-22,Supplier_07,Office Supplies,17,248.41,4222.97,9,9,Yes,0,336,18,17,335,No
PO101806,2025-07-09,Supplier_08,Home & Kitchen,12,116.02,1392.24,7,8,Yes,1,150,21,12,141,No
PO101807,2025-11-14,Supplier_06,Electronics,5,118.1,590.5,3,9,No,6,331,35,5,301,No
PO101808,2025-05-13,Supplier_01,Home & Kitchen,19,493.73,9380.87,8,17,No,9,117,29,19,107,No
PO101809,2025-06-26,Supplier_02,Electronics,13,54.88,713.44,3,7,No,4,358,31,13,0,Yes
PO101810,2025-05-15,Supplier_02,Home & Kitchen,8,335.29,2682.32,6,9,No,3,495,33,8,470,No
PO101811,2025-07-15,Supplier_15,Electronics,12,246.93,2963.16,3,2,Yes,0,39,45,12,0,Yes
PO101812,2025-10-04,Supplier_07,Electronics,20,472.79,9455.8,3,13,No,10,364,38,20,346,No
PO101813,2025-04-05,Supplier_02,Office Supplies,19,392.55,7458.45,4,8,No,4,464,16,19,0,Yes
PO101814,2025-12-10,Supplier_05,Office Supplies,1,122.12,122.12,10,9,Yes,0,189,26,1,164,No
PO101815,2025-10-31,Supplier_14,Electronics,16,482.34,7717.44,3,3,Yes,0,226,51,16,0,Yes
PO101816,2025-03-25,Supplier_12,Electronics,1,177.36,177.36,5,15,No,10,302,42,1,0,Yes
PO101817,2025-10-09,Supplier_06,Electronics,10,22.85,228.5,6,5,Yes,0,244,40,10,0,Yes
PO101818,2025-02-20,Supplier_06,Home & Kitchen,8,329.26,2634.08,4,4,Yes,0,357,27,8,338,No
PO101819,2025-03-01,Supplier_15,Home & Kitchen,19,429.45,8159.55,6,17,No,11,136,31,19,0,Yes
PO101820,2025-10-05,Supplier_07,Electronics,9,497.08,4473.72,3,7,No,4,456,50,9,0,Yes
PO101821,2025-12-08,Supplier_02,Office Supplies,9,34.48,310.32,3,4,No,1,468,16,9,461,No
PO101822,2025-07-24,Supplier_11,Home & Kitchen,7,454.74,3183.18,3,6,No,3,177,24,7,160,No
PO101823,2025-05-20,Supplier_04,Office Supplies,7,103.58,725.06,9,7,Yes,0,295,19,7,283,No
PO101824,2025-01-15,Supplier_10,Office Supplies,14,390.77,5470.78,4,5,No,1,332,28,14,0,Yes
PO101825,2025-02-25,Supplier_12,Home & Kitchen,9,306.56,2759.04,8,7,Yes,0,140,31,9,118,No
PO101826,2025-01-07,Supplier_09,Electronics,8,258.26,2066.08,3,11,No,8,487,37,8,0,Yes
PO101827,2025-02-06,Supplier_06,Home & Kitchen,5,88.61,443.05,7,18,No,11,105,28,5,82,No
PO101828,2025-04-24,Supplier_10,Electronics,16,168.0,2688.0,8,8,Yes,0,339,49,16,306,No
PO101829,2025-09-16,Supplier_07,Home & Kitchen,10,82.97,829.7,3,14,No,11,416,27,10,399,No
PO101830,2025-02-11,Supplier_10,Electronics,19,488.88,9288.72,7,12,No,5,182,36,19,0,Yes
PO101831,2025-04-01,Supplier_04,Electronics,14,84.87,1188.18,10,8,Yes,0,458,44,14,0,Yes
PO101832,2025-08-12,Supplier_12,Electronics,20,224.15,4483.0,9,17,No,8,269,46,20,243,No
PO101833,2025-09-14,Supplier_03,Electronics,3,33.81,101.43,5,11,No,6,137,30,3,110,No
PO101834,2025-06-24,Supplier_05,Office Supplies,7,299.53,2096.71,6,17,No,11,183,22,7,168,No
PO101835,2025-09-30,Supplier_13,Electronics,20,433.49,8669.8,6,5,Yes,0,460,55,20,0,Yes
PO101836,2025-12-19,Supplier_08,Electronics,19,371.29,7054.51,9,15,No,6,255,42,19,0,Yes
PO101837,2025-01-04,Supplier_09,Electronics,1,77.49,77.49,8,6,Yes,0,363,42,1,0,Yes
PO101838,2025-07-27,Supplier_11,Home & Kitchen,16,147.82,2365.12,9,17,No,8,329,34,16,311,No
PO101839,2025-11-06,Supplier_12,Office Supplies,5,415.63,2078.15,6,17,No,11,103,15,5,0,Yes
PO101840,2025-05-31,Supplier_02,Electronics,10,441.83,4418.3,7,14,No,7,286,48,10,0,Yes
PO101841,2025-10-20,Supplier_06,Electronics,1,276.83,276.83,6,14,No,8,257,51,1,207,No
PO101842,2025-01-11,Supplier_12,Electronics,6,22.12,132.72,9,8,Yes,0,281,52,6,0,Yes
PO101843,2025-05-31,Supplier_08,Office Supplies,20,381.55,7631.0,7,10,No,3,182,19,20,183,No
PO101844,2025-07-31,Supplier_07,Electronics,5,30.85,154.25,10,13,No,3,177,42,5,0,Yes
PO101845,2025-09-26,Supplier_14,Electronics,16,49.87,797.92,4,3,Yes,0,259,31,16,244,No
PO101846,2025-12-29,Supplier_15,Electronics,8,351.96,2815.68,7,5,Yes,0,75,49,8,0,Yes
PO101847,2025-07-03,Supplier_14,Home & Kitchen,4,281.84,1127.36,6,7,Yes,1,280,28,4,256,No
PO101848,2025-02-23,Supplier_01,Electronics,3,115.72,347.16,8,13,No,5,280,40,3,0,Yes
PO101849,2025-07-22,Supplier_09,Office Supplies,10,176.62,1766.2,6,6,Yes,0,430,20,10,420,No
PO101850,2025-03-30,Supplier_03,Office Supplies,8,348.45,2787.6,3,10,No,7,391,19,8,380,No
PO101851,2025-03-03,Supplier_11,Office Supplies,12,446.77,5361.24,5,6,Yes,1,56,30,12,38,No
PO101852,2025-11-26,Supplier_04,Electronics,12,301.44,3617.28,6,7,Yes,1,368,52,12,0,Yes
PO101853,2025-07-02,Supplier_02,Home & Kitchen,19,159.03,3021.57,4,11,No,7,252,28,19,243,No
PO101854,2025-09-22,Supplier_10,Office Supplies,6,251.31,1507.86,9,19,No,10,418,24,6,400,No
PO101855,2025-03-07,Supplier_06,Office Supplies,4,462.51,1850.04,5,4,Yes,0,474,15,4,463,No
PO101856,2025-08-24,Supplier_14,Electronics,19,491.22,9333.18,4,6,No,2,371,54,19,0,Yes
PO101857,2025-10-26,Supplier_09,Electronics,12,363.7,4364.4,7,8,Yes,1,413,61,12,364,No
PO101858,2025-01-27,Supplier_02,Home & Kitchen,15,411.52,6172.8,8,15,No,7,296,22,15,289,No
PO101859,2025-02-22,Supplier_07,Electronics,11,209.32,2302.52,7,5,Yes,0,464,47,11,0,Yes
PO101860,2025-10-11,Supplier_13,Electronics,19,218.8,4157.2,3,3,Yes,0,85,44,19,0,Yes
PO101861,2025-07-13,Supplier_05,Electronics,8,408.85,3270.8,5,11,No,6,222,53,8,0,Yes
PO101862,2025-06-02,Supplier_11,Electronics,1,141.49,141.49,5,6,Yes,1,158,51,1,108,No
PO101863,2025-10-22,Supplier_11,Home & Kitchen,11,185.25,2037.75,4,5,Yes,1,274,31,11,0,Yes
PO101864,2025-04-22,Supplier_05,Electronics,7,268.2,1877.4,5,3,Yes,0,311,33,7,0,Yes
PO101865,2025-12-03,Supplier_04,Electronics,19,200.37,3807.03,9,7,Yes,0,298,44,19,273,No
